"Subregion_edit","Year","DOY","IBMR","Observed EC_median","Observed EC_l95","Observed EC_u95","SMSCG Open_median","SMSCG Open_l95","SMSCG Open_u95","SMSCG Tidal Op_median","SMSCG Tidal Op_l95","SMSCG Tidal Op_u95"
"Suisun Marsh",2025,158,"pdiapjuv",NA,NA,NA,479.278766254912,288.862041502872,780.740478439816,2630.16549562601,1442.1864966476,4723.03303110632
"Suisun Marsh",2025,159,"acartela",NA,NA,NA,1.57632339690769,0.601578484901426,3.60427430877046,0,0,2.14889151113841
"Suisun Marsh",2025,159,"allcopnaup",NA,NA,NA,17.2538820675691,8.37856905526392,38.0033724137019,120.461846368438,50.2921209408638,307.682027810046
"Suisun Marsh",2025,159,"daphnia",NA,NA,NA,1.58001660546165,0.659408563722673,3.24531333593058,10.0827004689898,4.53433133135769,20.2229683481289
"Suisun Marsh",2025,159,"euryjuv",NA,NA,NA,32.2373164215133,20.2039419629899,48.7011274643113,198.900465589969,120.733062733142,326.184691554351
"Suisun Marsh",2025,159,"eurytem",NA,NA,NA,32.5684733242404,23.0086488777709,49.8171729749992,270.705717265967,183.732765897679,418.991542868504
"Suisun Marsh",2025,159,"limno",NA,NA,NA,147.819041793952,61.6623665727985,290.954836037137,56.1113553173577,23.1686612992237,147.393655495229
"Suisun Marsh",2025,159,"othcalad",NA,NA,NA,190.478043799884,107.780303486449,335.986204032543,1144.87345293244,689.560486368309,1938.26874393158
"Suisun Marsh",2025,159,"othcaljuv",NA,NA,NA,3.31410714126291,1.50690026038852,7.10901465230309,12.4051143243594,5.10815278984474,25.0551150164519
"Suisun Marsh",2025,159,"othclad",NA,NA,NA,1.448172003516,0.910778696226687,2.15346836747511,18.5673006841133,12.7463849034378,26.6059545453814
"Suisun Marsh",2025,159,"othcyc",NA,NA,NA,4.47421084041703,2.76344334202219,6.79541386519182,30.3440959636826,18.5868122639996,45.4735776437687
"Suisun Marsh",2025,159,"other",NA,NA,NA,8.19555538368351,4.24881651283822,13.5878681234455,3.93911538790071,1.1394938379,8.09806330268695
"Suisun Marsh",2025,159,"pdiapfor",NA,NA,NA,650.519004167015,422.918518989301,1048.67355404737,2833.39291544613,1761.14725584992,4452.54401518026
"Suisun Marsh",2025,159,"pdiapjuv",NA,NA,NA,448.136368003897,267.312761002756,731.949476998891,2654.27506878837,1472.70875107023,4743.09240490676
"Suisun Marsh",2025,160,"acartela",NA,NA,NA,1.71030214185736,0.674557048807887,3.87060684692641,0,0,2.33846204268025
"Suisun Marsh",2025,160,"allcopnaup",NA,NA,NA,17.3264783528271,8.48606101427788,37.431520875721,120.014704694282,52.9399091219772,298.765830761494
"Suisun Marsh",2025,160,"daphnia",NA,NA,NA,1.55946630752807,0.650325403748817,3.21378451097251,9.98548548217331,4.48219756176236,20.0235389362026
"Suisun Marsh",2025,160,"euryjuv",NA,NA,NA,29.1479746287199,18.1933075588203,44.0644904251445,179.647163258367,109.636945259159,295.505049917793
"Suisun Marsh",2025,160,"eurytem",NA,NA,NA,29.1013125292572,20.5470972144336,44.1105385802499,237.215681514157,163.34538122348,363.614833360671
"Suisun Marsh",2025,160,"limno",NA,NA,NA,154.723175005966,65.8441104914981,304.864069867733,60.1889420984619,25.2633700048293,154.333580898026
"Suisun Marsh",2025,160,"othcalad",NA,NA,NA,184.271044951735,104.901927021778,318.739573310698,1143.11706465399,694.348225146061,1925.16716715586
"Suisun Marsh",2025,160,"othcaljuv",NA,NA,NA,3.33076151896234,1.54481755210268,7.08880017478664,12.1874977157728,5.0528172156037,24.5427393985063
"Suisun Marsh",2025,160,"othclad",NA,NA,NA,1.47831865812078,0.924680270122268,2.15700524184773,19.1153449333415,13.1952001665314,27.0739641767968
"Suisun Marsh",2025,160,"othcyc",NA,NA,NA,4.42134927371052,2.73102293443567,6.69830326764654,30.1258867421515,18.5172086833723,45.2594710404308
"Suisun Marsh",2025,160,"other",NA,NA,NA,8.56969467755726,4.49924025221096,14.0161105688097,4.05851207721295,1.24337540622474,8.19333556724752
"Suisun Marsh",2025,160,"pdiapfor",NA,NA,NA,665.173733225548,429.723408897591,1062.70091789383,2935.79143280009,1825.28228037202,4566.81569670454
"Suisun Marsh",2025,160,"pdiapjuv",NA,NA,NA,449.755253082687,270.491166192152,737.048560582008,2675.34499854099,1502.88198839498,4770.96225102079
"Suisun Marsh",2025,161,"acartela",NA,NA,NA,1.97351982858718,0.823302614301752,4.33750362949177,0.229776259057772,0,2.52082328331575
"Suisun Marsh",2025,161,"allcopnaup",NA,NA,NA,15.9250724823053,7.99925630107582,34.011830581437,93.3706951953457,42.442359853212,222.365921764122
"Suisun Marsh",2025,161,"daphnia",NA,NA,NA,1.42942182039903,0.59246160855696,2.94414374004417,7.66727420890244,3.42506641247958,15.3824596280008
"Suisun Marsh",2025,161,"euryjuv",NA,NA,NA,24.4542854861008,15.3178026032798,37.0750788773918,127.809872789545,78.5270020790805,206.360594503645
"Suisun Marsh",2025,161,"eurytem",NA,NA,NA,23.6020982419834,16.5804286142059,35.1557943035674,159.962199994314,112.506790917951,240.647499310999
"Suisun Marsh",2025,161,"limno",NA,NA,NA,176.675449258931,75.5914458386413,354.995712308195,61.5889630145389,27.2763008238138,153.764703346635
"Suisun Marsh",2025,161,"othcalad",NA,NA,NA,163.878329078595,92.8805245810906,282.406821215344,887.156634565133,539.452856227555,1481.59915714838
"Suisun Marsh",2025,161,"othcaljuv",NA,NA,NA,3.30898961295496,1.54872022494579,6.88165729232937,9.60393995817505,4.06631652538271,19.2200021929123
"Suisun Marsh",2025,161,"othclad",NA,NA,NA,1.31260268191455,0.806973786852325,1.93703353960791,14.6099394402503,10.1169491125483,20.4270842406919
"Suisun Marsh",2025,161,"othcyc",NA,NA,NA,4.03577050150747,2.48737658447113,6.09749144950856,23.0682770273748,14.226253139754,34.60269326327
"Suisun Marsh",2025,161,"other",NA,NA,NA,9.40098058101498,4.99374284283259,15.3580341359504,4.17063399108895,1.67858572761171,7.83652681147281
"Suisun Marsh",2025,161,"pdiapfor",NA,NA,NA,639.092983295531,416.881284081201,1019.76686360946,2412.95301833237,1513.76702645402,3739.55563135315
"Suisun Marsh",2025,161,"pdiapjuv",NA,NA,NA,420.187767368196,257.649977827674,696.518617815722,2120.06202900003,1227.57684134187,3744.70694880113
"Suisun Marsh",2025,162,"acartela",NA,NA,NA,2.13226198872637,0.899671105823518,4.66265664702251,0.332284638891658,0,2.63234952697574
"Suisun Marsh",2025,162,"allcopnaup",NA,NA,NA,15.7667278143547,8.04672163792757,33.0731801820803,94.1895516565019,43.4422936118558,218.861526808979
"Suisun Marsh",2025,162,"daphnia",NA,NA,NA,1.41374001626688,0.584677807314276,2.91653219764272,7.54242228280177,3.37600767531587,15.2535815827557
"Suisun Marsh",2025,162,"euryjuv",NA,NA,NA,22.1440972018903,13.9313237265591,33.5483857420369,116.782555443928,71.1503198991231,187.496057241785
"Suisun Marsh",2025,162,"eurytem",NA,NA,NA,21.0725559043831,14.7782075286221,30.8632309382299,141.375188477453,99.5963524919891,210.444114709221
"Suisun Marsh",2025,162,"limno",NA,NA,NA,184.246026033543,80.1718369191114,370.366001989455,65.3853493608471,28.6800424384774,163.516352797699
"Suisun Marsh",2025,162,"othcalad",NA,NA,NA,156.993682509611,91.2899477010586,266.436498149582,879.122057478924,538.213300755569,1453.14391784385
"Suisun Marsh",2025,162,"othcaljuv",NA,NA,NA,3.34785350784625,1.57796111602536,6.97197065901404,9.44832747208303,4.06945481618266,18.8733621353371
"Suisun Marsh",2025,162,"othclad",NA,NA,NA,1.33382685116563,0.82494025070092,1.96098951825042,15.032067138484,10.4413357703121,20.8105656568796
"Suisun Marsh",2025,162,"othcyc",NA,NA,NA,3.98003798307384,2.46405182122553,5.991378192176,22.8738874976401,14.0999472736071,34.444060514555
"Suisun Marsh",2025,162,"other",NA,NA,NA,9.79934288098337,5.30400117109451,15.8342566654285,4.29982766520076,1.78847250856803,7.95311495994559
"Suisun Marsh",2025,162,"pdiapfor",NA,NA,NA,651.244637005579,422.558182789588,1033.76721075356,2487.46270452002,1554.91360691372,3862.13628514016
"Suisun Marsh",2025,162,"pdiapjuv",NA,NA,NA,423.73619380286,257.652779832203,704.232977531805,2148.83200905469,1244.20831087379,3773.30777997145
"Suisun Marsh",2025,163,"acartela",NA,NA,NA,2.422964564331,1.05751108564476,5.15995189328171,0.607128473155432,0,2.77300419853803
"Suisun Marsh",2025,163,"allcopnaup",NA,NA,NA,14.4810626313567,7.44351427160251,29.6078485530191,76.7579754914697,36.0209014593665,173.402452795822
"Suisun Marsh",2025,163,"daphnia",NA,NA,NA,1.30073212241951,0.535376629832781,2.68345056470095,6.03781185853867,2.69213735501126,12.2620575156268
"Suisun Marsh",2025,163,"euryjuv",NA,NA,NA,18.6013299904528,11.7714124829193,28.1905346864179,86.6114014483956,52.326699740094,137.721670894792
"Suisun Marsh",2025,163,"eurytem",NA,NA,NA,17.1333399309895,12.0227899107247,24.8671772517523,99.6418163983525,71.3710504594379,146.923143932543
"Suisun Marsh",2025,163,"limno",NA,NA,NA,212.81292922625,90.7859812909801,427.368919292666,69.1936430351836,30.9603266065306,167.910321719481
"Suisun Marsh",2025,163,"othcalad",NA,NA,NA,139.920350024318,80.3050008836169,234.829380068217,700.515866380255,430.241760273234,1131.65381227136
"Suisun Marsh",2025,163,"othcaljuv",NA,NA,NA,3.32693109193045,1.5765496206395,6.90154601088285,7.95885306227543,3.56390122998198,15.611467569398
"Suisun Marsh",2025,163,"othclad",NA,NA,NA,1.19220333412397,0.7279213028858,1.77615577680362,11.884813015656,8.22646025872584,16.3614971357024
"Suisun Marsh",2025,163,"othcyc",NA,NA,NA,3.63973980588805,2.25687984944847,5.46283661451806,18.2143647309101,11.2185712222477,27.5715522123255
"Suisun Marsh",2025,163,"other",NA,NA,NA,10.7704947465019,5.9854477869411,17.5336786812533,4.544379699488,2.16783348365813,7.95060608391997
"Suisun Marsh",2025,163,"pdiapfor",NA,NA,NA,626.510705689252,403.912447039472,992.647586342042,2127.7926641699,1351.69376314664,3288.58170173361
"Suisun Marsh",2025,163,"pdiapjuv",NA,NA,NA,397.323749176768,238.915361382939,654.838859007089,1764.36795095263,1046.77538371006,3026.17728801194
"Suisun Marsh",2025,164,"acartela",NA,NA,NA,2.59466712908696,1.15987979972337,5.49379336172604,0.714624863368649,0,2.93352063256147
"Suisun Marsh",2025,164,"allcopnaup",NA,NA,NA,14.4981275903106,7.54167155888247,29.1346695667814,76.5475777673593,35.8531900695841,168.892725578773
"Suisun Marsh",2025,164,"daphnia",NA,NA,NA,1.28546540071294,0.528414984079269,2.65931431676017,5.97618021369652,2.6516157176945,12.1847375627202
"Suisun Marsh",2025,164,"euryjuv",NA,NA,NA,16.8400522321181,10.5545239269772,25.6192301403665,78.5390754234433,47.881456091327,125.757756226658
"Suisun Marsh",2025,164,"eurytem",NA,NA,NA,15.2615939341711,10.8207972535328,22.093763143219,87.8535099453395,62.7588583875988,129.999434622976
"Suisun Marsh",2025,164,"limno",NA,NA,NA,221.44195493683,95.8379866666452,443.325739250068,73.1953351811268,33.1094839464852,177.302860678986
"Suisun Marsh",2025,164,"othcalad",NA,NA,NA,133.769698342182,77.2377229004224,222.997589988156,694.377663594266,421.657302591968,1105.31675798267
"Suisun Marsh",2025,164,"othcaljuv",NA,NA,NA,3.34604075183814,1.59851829032254,6.82671154953379,7.88476330965021,3.57323403369401,15.464016235127
"Suisun Marsh",2025,164,"othclad",NA,NA,NA,1.20920662008442,0.745619877480618,1.80919687537986,12.2171363798344,8.48484476328185,16.6325424775252
"Suisun Marsh",2025,164,"othcyc",NA,NA,NA,3.59062718113691,2.22462425433402,5.3660445260125,18.0541947479586,11.2093731171726,27.311557694804
"Suisun Marsh",2025,164,"other",NA,NA,NA,11.2672093305342,6.29562963785513,18.3417620012707,4.64616628729816,2.27469750366953,8.15217133897899
"Suisun Marsh",2025,164,"pdiapfor",NA,NA,NA,637.636185457771,412.430897517627,1003.98169037504,2179.3726063478,1382.66630490356,3384.01040075062
"Suisun Marsh",2025,164,"pdiapjuv",NA,NA,NA,398.810986825685,238.148717127928,652.216397611707,1777.10256464838,1056.14602695322,3035.23348315513
"Suisun Marsh",2025,165,"acartela",NA,NA,NA,2.78254147583115,1.25963355419609,5.84803415511858,0.820500712324786,0,3.11346849980953
"Suisun Marsh",2025,165,"allcopnaup",NA,NA,NA,14.2820911074756,7.65141715552517,28.5553905752737,76.3373603776447,35.707888720807,166.4332490701
"Suisun Marsh",2025,165,"daphnia",NA,NA,NA,1.27219682938898,0.521512807946732,2.63548869484392,5.89733890940915,2.61163772281339,12.1073329419579
"Suisun Marsh",2025,165,"euryjuv",NA,NA,NA,15.2644295515633,9.58677861224474,23.3668784895969,71.6989783399904,43.8683721821631,114.707315567018
"Suisun Marsh",2025,165,"eurytem",NA,NA,NA,13.5827884984176,9.72635404000995,19.8876805634844,77.5330839646943,55.6340330378552,115.162289204636
"Suisun Marsh",2025,165,"limno",NA,NA,NA,230.477195512725,101.337021992441,460.107644712467,77.4496551759546,34.9916733378009,185.650179877988
"Suisun Marsh",2025,165,"othcalad",NA,NA,NA,128.733365231656,74.2729482191291,212.094408557508,683.76902265628,415.183975786302,1094.21592438129
"Suisun Marsh",2025,165,"othcaljuv",NA,NA,NA,3.3855237234256,1.61456228002903,6.76840582133946,7.77639301533949,3.52314635567474,15.175747532591
"Suisun Marsh",2025,165,"othclad",NA,NA,NA,1.22609622950959,0.755658518263158,1.82929424469176,12.4879499465806,8.72528615548806,17.0094317227544
"Suisun Marsh",2025,165,"othcyc",NA,NA,NA,3.54685892728597,2.19298239567037,5.29326643473872,17.8776049336578,11.1919481594592,26.9275584466046
"Suisun Marsh",2025,165,"other",NA,NA,NA,11.7356335241394,6.61783589097659,19.0827196939632,4.78104614369881,2.36531514309409,8.36172118206847
"Suisun Marsh",2025,165,"pdiapfor",NA,NA,NA,649.586379397263,418.374834727898,1013.49567373556,2243.45150983602,1425.37430857226,3491.12299663619
"Suisun Marsh",2025,165,"pdiapjuv",NA,NA,NA,400.745999573175,238.713145742257,651.192877206726,1793.28471611008,1075.42484155795,3040.98930097045
"Suisun Marsh",2025,166,"acartela",NA,NA,NA,3.14394726551778,1.47249528486777,6.47836689517376,1.07800645754815,0,3.41195812810302
"Suisun Marsh",2025,166,"allcopnaup",NA,NA,NA,13.1618540018295,7.18991677829151,25.658307304459,63.1416075311028,30.3157717353115,135.917111097694
"Suisun Marsh",2025,166,"daphnia",NA,NA,NA,1.17760869514885,0.479230377074735,2.45011857456797,4.88077311357277,2.14487266824471,10.0179850374254
"Suisun Marsh",2025,166,"euryjuv",NA,NA,NA,12.9177007308541,8.12813565442264,19.914716709867,54.6578525355853,33.9116070737892,87.1314122565569
"Suisun Marsh",2025,166,"eurytem",NA,NA,NA,11.0724798496669,7.95526836309055,16.2251592278181,56.5193609210112,40.92462421209,84.1186501308483
"Suisun Marsh",2025,166,"limno",NA,NA,NA,265.485455209712,115.438167195709,534.195596003355,83.7702875568711,38.6969321407667,191.900146371788
"Suisun Marsh",2025,166,"othcalad",NA,NA,NA,113.774703305158,64.7607053745019,185.597975598247,553.161151578773,338.371546815246,887.587205161982
"Suisun Marsh",2025,166,"othcaljuv",NA,NA,NA,3.40333018247542,1.61351767007922,6.77401642471798,6.69380238696268,3.18398723139112,13.0064733374194
"Suisun Marsh",2025,166,"othclad",NA,NA,NA,1.09484370497608,0.664518696605961,1.65922589993311,10.0929608323144,7.06670002262208,13.665261510308
"Suisun Marsh",2025,166,"othcyc",NA,NA,NA,3.25565650885596,2.00475267221704,4.84821407242197,14.6891128071888,9.24717645794444,21.8720371966731
"Suisun Marsh",2025,166,"other",NA,NA,NA,12.9059847232023,7.40399090232625,21.1075746455823,5.10357209158106,2.72358892739064,8.65030248053048
"Suisun Marsh",2025,166,"pdiapfor",NA,NA,NA,623.161272768958,403.109116806527,965.950955654867,1973.22392958035,1254.64556347709,3054.05983117156
"Suisun Marsh",2025,166,"pdiapjuv",NA,NA,NA,372.821817425732,222.470349903642,606.027354269174,1525.96491519547,920.558919604776,2532.03490138071
"Suisun Marsh",2025,167,"acartela",NA,NA,NA,3.36101928419821,1.5949429061866,6.92704385321388,1.19633005776128,0,3.67332863941652
"Suisun Marsh",2025,167,"allcopnaup",NA,NA,NA,12.9332043791174,7.20392663090152,25.266399366625,63.311073240503,30.2089736979676,133.029837483578
"Suisun Marsh",2025,167,"daphnia",NA,NA,NA,1.16536779662364,0.474641603632039,2.43784630823167,4.81978391691259,2.10837135458286,9.92560172185627
"Suisun Marsh",2025,167,"euryjuv",NA,NA,NA,11.7324856791526,7.41771793184562,18.1694127604608,50.1456726467537,30.6038957653311,79.1314007503589
"Suisun Marsh",2025,167,"eurytem",NA,NA,NA,9.90772266706546,7.08081449326424,14.4437508272495,49.7130753448054,35.9622262732047,74.2091209705173
"Suisun Marsh",2025,167,"limno",NA,NA,NA,275.042859446037,122.578848001159,560.312326795708,88.4193534445524,41.8139888990837,200.960016927
"Suisun Marsh",2025,167,"othcalad",NA,NA,NA,108.766665417892,61.9219603880299,176.639824120038,542.018349602273,331.08174377369,870.857995964817
"Suisun Marsh",2025,167,"othcaljuv",NA,NA,NA,3.42899074967698,1.6169379158288,6.83458259364211,6.5869390073674,3.11970510616815,12.8481303476606
"Suisun Marsh",2025,167,"othclad",NA,NA,NA,1.10639607336256,0.675257348679978,1.678561615586,10.3134871233907,7.21634335213457,14.033747705268
"Suisun Marsh",2025,167,"othcyc",NA,NA,NA,3.20531690922518,1.9762255064899,4.78975073592609,14.5327457437531,9.1689037013188,21.6521941009884
"Suisun Marsh",2025,167,"other",NA,NA,NA,13.471067900455,7.88826368192436,22.1881542362639,5.27465405903714,2.82475667450732,8.82855252488285
"Suisun Marsh",2025,167,"pdiapfor",NA,NA,NA,628.921170488632,408.424057593479,979.106400352203,2016.74392961503,1282.23789634752,3121.08821131643
"Suisun Marsh",2025,167,"pdiapjuv",NA,NA,NA,373.704285797441,223.726511822705,608.753247758294,1537.07079954339,922.234404812728,2535.92072605849
"Suisun Marsh",2025,168,"acartela",NA,NA,NA,3.59145387894747,1.72346998761519,7.4379618798167,1.34318243286195,0.0480485514267232,3.97513106655747
"Suisun Marsh",2025,168,"allcopnaup",NA,NA,NA,12.816080388808,7.18015991769836,24.9375881452225,62.7545591496938,30.7116990271245,130.920762821061
"Suisun Marsh",2025,168,"daphnia",NA,NA,NA,1.15304978177788,0.470169097838768,2.42557324302305,4.74837418103306,2.06258018166556,9.80546605314134
"Suisun Marsh",2025,168,"euryjuv",NA,NA,NA,10.6802171503899,6.78496294958705,16.5621282534328,45.4124288182219,28.0570284982183,72.0198334762929
"Suisun Marsh",2025,168,"eurytem",NA,NA,NA,8.86818444538844,6.38421528646112,12.8721530795849,43.9570528332311,31.6809314321292,66.0992611461245
"Suisun Marsh",2025,168,"limno",NA,NA,NA,288.917864488692,128.961412819455,576.62679756698,93.4607303864951,44.9155821674191,208.039285781949
"Suisun Marsh",2025,168,"othcalad",NA,NA,NA,103.811545071474,58.9826666142328,169.067293634396,531.147222528149,319.391667195429,852.739838044476
"Suisun Marsh",2025,168,"othcaljuv",NA,NA,NA,3.45255283676597,1.62452506542885,6.81572040568139,6.56105936298332,3.08132591042248,12.7250936270797
"Suisun Marsh",2025,168,"othclad",NA,NA,NA,1.12205978395463,0.677701014080318,1.68972618983002,10.5312132242114,7.31743111285877,14.4047558854981
"Suisun Marsh",2025,168,"othcyc",NA,NA,NA,3.16069320609053,1.949204430564,4.697744807609,14.4384107016623,9.09171521116196,21.4439027753912
"Suisun Marsh",2025,168,"other",NA,NA,NA,14.0447703203406,8.25519023090388,23.1896508868253,5.4055207669028,2.95205225441365,9.04835589136648
"Suisun Marsh",2025,168,"pdiapfor",NA,NA,NA,635.621146612156,413.932293263518,995.438508197475,2061.51143932496,1309.29749420864,3188.11357055129
"Suisun Marsh",2025,168,"pdiapjuv",NA,NA,NA,372.708763135714,223.165947881822,607.280609899937,1541.44176871246,920.279463977593,2556.43845553618
"Suisun Marsh",2025,169,"acartela",NA,NA,NA,4.06232215971713,1.96229841206762,8.23404314347819,1.35356750111955,0,4.23585524763511
"Suisun Marsh",2025,169,"allcopnaup",NA,NA,NA,11.653596656879,6.67235503914281,22.2839346079419,75.5285280723569,36.4626451935329,163.035106326642
"Suisun Marsh",2025,169,"daphnia",NA,NA,NA,1.06584512797015,0.434483318030709,2.25794884452241,5.61811456647761,2.40706688979003,11.5669861418605
"Suisun Marsh",2025,169,"euryjuv",NA,NA,NA,9.07579618740203,5.74866451517726,14.0795208483603,49.7053972800395,30.5243532792442,79.1606776375212
"Suisun Marsh",2025,169,"eurytem",NA,NA,NA,7.32970659744166,5.25227603839046,10.5121539210169,47.4783658709654,33.5992281405984,71.5809356146805
"Suisun Marsh",2025,169,"limno",NA,NA,NA,328.364161325158,145.293529008115,655.685216306103,98.4205597004441,46.2655206914544,222.715905469715
"Suisun Marsh",2025,169,"othcalad",NA,NA,NA,91.3679231367657,51.5366198606112,149.699387655596,635.123063167307,375.838284706701,1012.17409096647
"Suisun Marsh",2025,169,"othcaljuv",NA,NA,NA,3.47403885294951,1.65058401256637,6.80373374116119,7.43462590433391,3.37792897164307,14.3068233303615
"Suisun Marsh",2025,169,"othclad",NA,NA,NA,0.999658660504673,0.595273772623882,1.53054632273346,13.5653431895528,9.45965903780122,18.615814401039
"Suisun Marsh",2025,169,"othcyc",NA,NA,NA,2.89794580547716,1.78073335430626,4.31114421015134,17.2397521034022,10.7936329000426,25.8675512237836
"Suisun Marsh",2025,169,"other",NA,NA,NA,15.4074422212373,9.17343848220813,25.6356384408477,5.33303547986455,2.7970952891597,9.12388506762938
"Suisun Marsh",2025,169,"pdiapfor",NA,NA,NA,607.484870905347,395.221026265977,954.436623512243,2458.24899023251,1557.26865102052,3803.62678856605
"Suisun Marsh",2025,169,"pdiapjuv",NA,NA,NA,346.853709577401,208.331283254993,569.193026611304,1860.78064051003,1081.3898458129,3089.83717076141
"Suisun Marsh",2025,170,"acartela",NA,NA,NA,4.33838271683961,2.09337935387098,8.73295109986615,1.52376906661871,0.0225591673411509,4.53131270548425
"Suisun Marsh",2025,170,"allcopnaup",NA,NA,NA,11.5588457936972,6.57787573049867,21.9707243771101,75.3251438466092,35.9135373622183,162.738462531128
"Suisun Marsh",2025,170,"daphnia",NA,NA,NA,1.05312681982006,0.430177257338484,2.23797382571711,5.56592750966922,2.36905358039894,11.4375888952937
"Suisun Marsh",2025,170,"euryjuv",NA,NA,NA,8.26057078932453,5.23266433325477,12.8914937855787,45.4702624207605,27.7782080704958,72.1330163945115
"Suisun Marsh",2025,170,"eurytem",NA,NA,NA,6.55032470310102,4.72268263254505,9.46041205026377,42.1512119508293,29.5936899295689,63.9845048490427
"Suisun Marsh",2025,170,"limno",NA,NA,NA,342.402521931482,147.701140010024,680.446229530603,103.358765785316,49.0947935197791,236.18858968776
"Suisun Marsh",2025,170,"othcalad",NA,NA,NA,87.3604967220371,49.5705349049672,143.782130411333,623.424972833522,363.803334691787,985.989127727207
"Suisun Marsh",2025,170,"othcaljuv",NA,NA,NA,3.49029471447207,1.66136174616441,6.7834355177415,7.3737684674474,3.3624410953686,14.141316874357
"Suisun Marsh",2025,170,"othclad",NA,NA,NA,1.0068265057102,0.60087328874286,1.55283683456545,13.8523177432431,9.67663271110489,19.0615554498339
"Suisun Marsh",2025,170,"othcyc",NA,NA,NA,2.85903181860569,1.75574614083022,4.22523979769596,17.0121981699624,10.721440897691,25.6980779771376
"Suisun Marsh",2025,170,"other",NA,NA,NA,16.1217179738457,9.56317062823196,26.7222591750216,5.49102199864689,2.89830738861305,9.33222500320552
"Suisun Marsh",2025,170,"pdiapfor",NA,NA,NA,611.121741495961,398.978393397833,968.048492997604,2509.23292610022,1595.09020810579,3903.02289025615
"Suisun Marsh",2025,170,"pdiapjuv",NA,NA,NA,345.548147715735,209.535926070633,564.522708333666,1855.10375450467,1078.21648044677,3104.67043873443
"Suisun Marsh",2025,171,"acartela",NA,NA,NA,4.62656832837563,2.23246509906614,9.28234791226903,1.68565748456867,0.117035917745405,4.86068037944679
"Suisun Marsh",2025,171,"allcopnaup",NA,NA,NA,11.4292547400349,6.43557785768972,21.6815065150075,75.2425721950491,35.6337737337022,162.144198606361
"Suisun Marsh",2025,171,"daphnia",NA,NA,NA,1.0409770893833,0.425785073171825,2.21602275402724,5.48759754391276,2.32894879275343,11.3004192082985
"Suisun Marsh",2025,171,"euryjuv",NA,NA,NA,7.52833043552159,4.78612187902642,11.9025085832533,41.5557321508534,25.1791373540195,66.0623392075945
"Suisun Marsh",2025,171,"eurytem",NA,NA,NA,5.87621611041766,4.24887269363999,8.51526153201684,37.3282876714649,26.0260766642854,57.4523865786946
"Suisun Marsh",2025,171,"limno",NA,NA,NA,351.85507454911,153.324431638815,701.490010304388,109.882058095157,51.9982513364946,250.99555669302
"Suisun Marsh",2025,171,"othcalad",NA,NA,NA,83.006362413885,46.861244314676,137.619514968882,609.898730256445,354.400520394135,971.556339816576
"Suisun Marsh",2025,171,"othcaljuv",NA,NA,NA,3.50822372182495,1.69989305955578,6.75161855607753,7.37543368856318,3.31427304031285,13.9799305348392
"Suisun Marsh",2025,171,"othclad",NA,NA,NA,1.01437830274945,0.612770141383559,1.56516792681142,14.1134448864883,9.92204391867952,19.5212317252716
"Suisun Marsh",2025,171,"othcyc",NA,NA,NA,2.81741681094012,1.72644779331758,4.17134058587446,16.8558657345551,10.6598159011656,25.5285273220598
"Suisun Marsh",2025,171,"other",NA,NA,NA,16.8896519988031,10.083114472416,27.8700977394638,5.63192898537003,3.01030458387386,9.63367398766895
"Suisun Marsh",2025,171,"pdiapfor",NA,NA,NA,615.397050915696,400.243025925855,980.587634466391,2558.19656905408,1628.29097714379,3974.72140712245
"Suisun Marsh",2025,171,"pdiapjuv",NA,NA,NA,343.817294077098,208.345649074821,561.241773359296,1870.78324526965,1078.99516210059,3137.10040305702
"Suisun Marsh",2025,172,"acartela",NA,NA,NA,4.96100030672348,2.3920155668173,9.945491591682,1.87341077702097,0.221875108029708,5.23418043634732
"Suisun Marsh",2025,172,"allcopnaup",NA,NA,NA,11.2577688534105,6.24860769881349,21.3385533237213,74.6995319794944,35.1468732840026,163.454091002678
"Suisun Marsh",2025,172,"daphnia",NA,NA,NA,1.0286446957263,0.42136255674518,2.19436977831902,5.44410293208048,2.28937143261882,11.1590409366741
"Suisun Marsh",2025,172,"euryjuv",NA,NA,NA,6.89016917847858,4.35720525154796,10.8874214116479,38.0051373300329,22.8323390892415,60.6452143596682
"Suisun Marsh",2025,172,"eurytem",NA,NA,NA,5.27246269636839,3.77612390098684,7.68795382390861,33.2790457897717,22.9690592486497,51.6070418328431
"Suisun Marsh",2025,172,"limno",NA,NA,NA,365.667886550691,159.515101620657,723.121514247606,116.919901729373,55.1399544274292,263.638138958195
"Suisun Marsh",2025,172,"othcalad",NA,NA,NA,79.1195482910628,44.3840453155907,131.739764657508,594.083133969079,348.372490724091,958.575358226149
"Suisun Marsh",2025,172,"othcaljuv",NA,NA,NA,3.54235287257859,1.72452937164649,6.77459646724079,7.31054430588652,3.26276084134845,13.8526532874091
"Suisun Marsh",2025,172,"othclad",NA,NA,NA,1.02822568303357,0.621261412166781,1.57655859355706,14.3497589246706,10.1384587712846,19.9738834883427
"Suisun Marsh",2025,172,"othcyc",NA,NA,NA,2.78311237718598,1.69799470336212,4.10999325466623,16.6265630159734,10.5895837178555,25.3588469338779
"Suisun Marsh",2025,172,"other",NA,NA,NA,17.6587322212362,10.6063345298216,29.1514663831142,5.78755232001438,3.12423294858532,9.88567528368894
